,Nominal comp. (wt%),,,,,,,,,,,,,,,,,,,,,,,,Ave. Erp,Test Temp,Test Solution,[Cl-],pH,Test Method,Scan Rate,Heat treatment,Microstructures,Comments,Material class,Reference,,
117,0.00,30.31,56.91,12.79,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
118,0.00,29.27,56.08,14.64,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
119,0.00,9.52,69.41,21.07,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-65.9,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
120,0.00,25.5,55.75,18.76,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
121,0.00,19.94,59.14,20.93,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
122,0.00,26.34,54.35,19.3,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
123,0.00,22.03,56.36,21.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
124,0.00,19.04,57.97,22.98,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
125,0.00,20.25,54.4,25.34,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,75.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
126,0.00,13.31,81.45,5.24,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
127,0.00,20.53,74.55,4.92,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-183.9,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
128,0.00,16.95,74.64,8.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
129,0.00,28.67,65.94,5.38,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.7,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
130,0.00,16.75,73.56,9.69,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-99,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
131,0.00,32.02,62.82,5.16,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.4,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
132,0.00,26.63,66.5,6.87,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
133,0.00,13.98,74.36,11.66,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-168.5,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
134,0.00,10.53,74.44,15.03,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-149.2,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
135,0.00,13.06,72.04,14.9,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.4,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
136,0.00,22.59,65.14,12.27,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-192.9,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
137,0.00,26.52,61.68,11.8,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
138,0.00,18.3,66.67,15.03,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
139,0.00,28.97,59.12,11.91,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
140,0.00,30.31,56.91,12.79,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
141,0.00,29.27,56.08,14.64,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.2,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,0.20,NA,NA,NA,NiCrMo Alloy,44,,
142,0.00,9.52,69.41,21.07,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
143,0.00,25.5,55.75,18.76,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
144,0.00,19.94,59.14,20.93,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
145,0.00,26.34,54.35,19.3,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
146,0.00,22.03,56.36,21.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
147,0.00,19.04,57.97,22.98,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,NA,NA,NiCrMo Alloy,44,,
148,0.00,20.25,54.4,25.34,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,90.00,0.5M NaCl,0.50,7.00,Potentiodynamic Polarization,1.00,NA,Polycrystalline,NA,NiCrMo Alloy,44,,
149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-806,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",1.00,NA,NA,NA,Al Alloy,56,,
150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-754,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
151,0.00,0.00,15.76,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,72.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,0.00,-358,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
152,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-304,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
153,0.00,0.00,15.76,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,72.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,0.00,-371,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
154,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-334,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
155,0.00,0.00,15.76,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,72.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,0.00,-760,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
156,5.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,-798,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,56,,
157,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-754,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
158,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-304,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
159,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-334,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
160,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-798,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
161,0.00,0.00,15.76,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,72.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,0.00,-358,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
162,0.00,0.00,15.76,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,72.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,0.00,-371,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
163,0.00,0.00,15.76,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,72.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,0.00,-760,25,0.6M NaCl Deaerated N2 pH 5.9,0.60,5.90,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,60,,
164,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-750,25,0.1M NaCl,0.10,7.00,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.00,NA,NA,NA,Al Alloy,80,,
165,0.00,0.00,0.00,0.00,0.00,0.00,15.34,NA,NA,NA,NA,NA,NA,84.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-250,25,0.1M NaCl,0.10,7.00,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.00,NA,NA,NA,Al Alloy,80,,
166,0.00,0.00,0.00,0.00,0.00,0.00,37.80,NA,NA,NA,NA,NA,NA,62.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200,25,0.1M NaCl,0.10,7.00,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.00,NA,NA,NA,Al Alloy,80,,
167,0.00,0.00,0.00,0.00,0.00,0.00,54.75,NA,NA,NA,NA,NA,NA,45.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400,25,0.1M NaCl,0.10,7.00,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.00,NA,NA,NA,Al Alloy,80,,
168,0.00,9.21,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,90.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-225,25,0.1M NaCl,0.10,7.00,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.00,NA,NA,NA,Al Alloy,80,,
169,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-742,25,0.6M NaCl Deaerated N2 pH 6,0.60,6.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,55,,
170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,74.46,0.00,0.00,0.00,12.89,0.00,12.65,0.00,0.00,0.00,0.00,-307,25,0.6M NaCl Deaerated N2 pH 6,0.60,6.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,55,,
171,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,67.79,0.00,0.00,0.00,17.40,0.00,14.81,0.00,0.00,0.00,0.00,-346,25,0.6M NaCl Deaerated N2 pH 6,0.60,6.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,55,,
172,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,65.19,0.00,0.00,0.00,23.35,0.00,11.46,0.00,0.00,0.00,0.00,-317,25,0.6M NaCl Deaerated N2 pH 6,0.60,6.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,55,,
173,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,66.00,0.00,0.00,0.00,23.00,0.00,11.00,0.00,0.00,0.00,0.00,-716,25,0.6M NaCl Deaerated N2 pH 6,0.60,6.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,55,,
174,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-300,25,0.6M NaCl Deaerated N2 ,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
175,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-310,25,0.6M NaCl Deaerated N2 ,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
176,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-320,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
177,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-295,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
178,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-350,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
179,7.99,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,-800,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,67.72,0.00,0.00,0.00,27.35,0.00,4.93,0.00,0.00,0.00,0.00,-540,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
181,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,67.72,0.00,0.00,0.00,27.35,0.00,4.93,0.00,0.00,0.00,0.00,-530,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
182,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,67.72,0.00,0.00,0.00,27.35,0.00,4.93,0.00,0.00,0.00,0.00,-530,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
183,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,67.72,0.00,0.00,0.00,27.35,0.00,4.93,0.00,0.00,0.00,0.00,-540,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
184,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,67.72,0.00,0.00,0.00,27.35,0.00,4.93,0.00,0.00,0.00,0.00,-760,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
185,0.00,0.00,11.10,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,63.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.49,-398,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
186,0.00,0.00,11.10,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,63.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.49,-400,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
187,0.00,0.00,11.10,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,63.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.49,-395,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
188,9.78,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,58.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.48,-550,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
189,9.78,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,58.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.48,-540,25,0.6M NaCl Deaerated N2,0.60,7.00,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.10,NA,NA,NA,Al Alloy,32,,
